%,ADP,Data,File:,ELK2205021446.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,2/5/2022,14:46:03,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
140,2022-05-02,14:57:39,244,142.8,130.4,-58.2,36.81186833,-121.78126,2.98,2.88,3.02,2.96,0,0.25,94.6,0.26,31.2,0.02,0.9,6,0.85,30.7
141,2022-05-02,14:57:44,244.8,143.6,131,-58.8,36.81188167,-121.7812533,2.8,2.8,3.04,2.88,0,0.16,137,0.3,16.5,0.02,1.1,6,0.61,31.3
142,2022-05-02,14:57:49,246.4,144.9,131.8,-60.2,36.81190167,-121.7812483,2.96,3,2.93,2.96,0,0.32,150.5,0.2,345.5,0.02,0.9,6,0.25,31.5
143,2022-05-02,14:57:54,247.6,146.1,132.8,-60.9,36.81191833,-121.7812483,3.2,2.68,3.12,3,0,0.25,127.8,0.25,25.7,0.02,1.3,6,0.91,32.4
144,2022-05-02,14:57:59,249.4,147.8,134.1,-62.2,36.81192667,-121.78125,3.22,3.17,3.19,3.19,0,0.36,132.9,0.24,101,0.02,1.1,7,0.72,33.2
145,2022-05-02,14:58:04,249.9,148,134.1,-62.7,36.81193167,-121.7812467,2.94,3.01,3.29,3.08,0,0.1,174.9,0.2,9.3,0.02,0.8,6,0.08,33.2
146,2022-05-02,14:58:09,250.9,147.9,133.6,-63.5,36.81194,-121.7812367,3.35,3.04,3.34,3.24,0,0.19,214.8,0.22,319.1,0.02,1,7,-0.67,32.6
147,2022-05-02,14:58:14,252.4,149.3,134.7,-64.4,36.81195167,-121.7812317,3.38,3.35,2.95,3.23,0,0.29,130.9,0.16,33.7,0.02,0.9,7,0.76,33.3
148,2022-05-02,14:58:19,254.1,151.1,136.2,-65.4,36.811965,-121.7812333,3.62,3.31,3.4,3.44,0,0.36,121.9,0.24,57.9,0.02,1,8,1.33,34.7
149,2022-05-02,14:58:24,255.4,152.2,137.1,-66.3,36.81197333,-121.7812367,3.81,3.4,3.55,3.59,0,0.25,138,0.09,136.7,0.01,0.8,8,0.01,34.7
150,2022-05-02,14:58:29,255.8,152.5,137.1,-66.6,36.81197667,-121.7812383,3.72,3.68,3.54,3.65,0,0.07,166.3,0.2,43.9,0.02,0.9,8,0.22,34.9
151,2022-05-02,14:58:34,257.1,153.6,137.7,-67.9,36.81198,-121.7812317,3.53,3.65,3.58,3.59,0,0.28,154.4,0.28,64.1,0.02,1.1,8,1.38,36.3
152,2022-05-02,14:58:39,257.7,154,138.1,-68.3,36.81198833,-121.7812333,3.61,3.72,3.47,3.6,0,0.11,141.4,0.11,13.5,0.01,0.8,8,0.16,36.4
153,2022-05-02,14:58:44,260.4,156.6,140.8,-68.6,36.811995,-121.7812433,3.4,3.55,3.69,3.55,0,0.54,95.6,0.4,71.3,0.01,0.7,8,1.57,38
154,2022-05-02,14:58:49,262.6,158.7,142.9,-69.1,36.81200167,-121.7812683,3.99,3.76,3.76,3.84,0,0.43,105.3,0.31,87.5,0.01,0.8,9,0.79,38.8
155,2022-05-02,14:58:54,264.8,160.2,144.9,-68.4,36.81200333,-121.781285,4.21,3.93,3.92,4.02,0,0.44,69.4,0.21,45.8,0.01,0.6,9,0.76,39.6
156,2022-05-02,14:58:59,267.2,162.3,147.4,-68,36.81201333,-121.7813117,4.55,4.1,4.23,4.29,0,0.49,81,0.29,50.8,0.02,1.1,10,1.53,41.1
157,2022-05-02,14:59:04,269.7,164.3,149.8,-67.5,36.81202333,-121.7813317,4.73,4.33,4.53,4.53,0,0.49,78.7,0.23,51.8,0.01,0.7,11,1.14,42.2
158,2022-05-02,14:59:09,271.1,165.6,151.2,-67.5,36.81202833,-121.7813467,4.83,4.62,4.68,4.71,0,0.29,88,0.28,56.5,0.01,0.8,12,0.99,43.2
159,2022-05-02,14:59:14,271.6,166,151.5,-67.8,36.812035,-121.7813533,4.9,4.75,4.78,4.81,0,0.09,135.4,0.29,40.1,0.01,0.7,12,0.64,43.9
160,2022-05-02,14:59:19,272.1,166.4,151.8,-68.3,36.81203833,-121.781355,4.89,4.79,4.82,4.83,0,0.11,153,0.33,41.8,0.01,0.6,12,0.79,44.6
161,2022-05-02,14:59:24,272.7,167,152.2,-68.7,36.81204167,-121.781355,4.91,4.81,4.84,4.85,0,0.12,135.7,0.29,42.8,0.01,0.7,12,0.85,45.5
162,2022-05-02,14:59:29,273.4,167.6,152.8,-69,36.812045,-121.7813617,4.96,4.88,4.9,4.91,0,0.13,117.5,0.24,41,0.01,0.6,12,0.77,46.3
163,2022-05-02,14:59:34,274.4,168.7,153.6,-69.6,36.81205,-121.7813667,5,4.92,4.91,4.94,0,0.21,126.3,0.24,30.3,0.01,0.8,12,1.2,47.5
164,2022-05-02,14:59:39,275.4,169.6,154.4,-70.1,36.81206,-121.7813667,5.06,5,4.93,5,0,0.19,120.9,0.32,37.3,0.01,0.7,12,1.46,48.9
165,2022-05-02,14:59:44,276.4,170.7,155.4,-70.5,36.81206833,-121.7813717,5.12,5.02,5.05,5.06,0,0.22,114.3,0.24,26,0.01,0.5,13,1.33,50.3
166,2022-05-02,14:59:49,277.5,171.7,156.3,-71,36.81207667,-121.7813783,5.17,5.13,5.08,5.13,0,0.21,118.7,0.13,31.7,0.01,0.5,13,0.73,51
167,2022-05-02,14:59:54,278.6,172.8,157.3,-71.4,36.812085,-121.7813867,5.19,5.14,5.19,5.17,0,0.21,107.7,0.22,51,0.01,0.5,13,1.01,52
168,2022-05-02,14:59:59,280.1,174.2,158.9,-71.5,36.81209333,-121.7813983,5.27,5.22,5.25,5.25,0,0.3,96.2,0.17,42.5,0.01,0.6,13,1.09,53.1
169,2022-05-02,15:00:04,281.7,175.7,160.4,-71.6,36.81209667,-121.7814183,5.36,5.26,5.28,5.3,0,0.32,93.8,0.31,45.7,0.01,0.6,13,1.96,55.1
170,2022-05-02,15:00:09,283.1,177.1,161.9,-71.7,36.81210167,-121.7814333,5.4,5.34,5.3,5.35,0,0.3,91.6,0.14,9.4,0.01,0.5,14,1.06,56.1
171,2022-05-02,15:00:14,284.8,178.5,163.5,-71.5,36.81210667,-121.7814483,5.43,5.31,5.39,5.38,0,0.33,83.1,0.2,29.5,0.01,0.5,14,1.41,57.5
172,2022-05-02,15:00:19,286.7,180,165.4,-71.1,36.812115,-121.78147,5.48,5.37,5.52,5.46,0,0.38,78.1,0.24,12.9,0.01,0.5,14,2.25,59.8
173,2022-05-02,15:00:24,288.6,181.7,167.3,-70.9,36.81212333,-121.7814867,5.47,5.36,5.59,5.47,0,0.37,84.9,0.33,32.1,0.01,0.6,14,2.71,62.5
174,2022-05-02,15:00:29,289.9,182.9,168.6,-71,36.81213167,-121.7814983,5.59,5.41,5.61,5.54,0,0.27,93,0.3,23.8,0.02,1.1,14,2.03,64.5
175,2022-05-02,15:00:34,290.8,183.8,169.5,-71.1,36.81213833,-121.7815017,5.6,5.45,5.59,5.55,0,0.18,96.2,0.29,12.6,0.01,0.7,14,1.4,65.9
176,2022-05-02,15:00:39,291.6,184.6,170.2,-71.5,36.812145,-121.7815017,5.62,5.51,5.63,5.59,0,0.16,119.1,0.29,34.5,0.01,0.7,14,1.31,67.2
177,2022-05-02,15:00:44,292.5,185.4,170.7,-72.2,36.81215333,-121.7815017,5.68,5.6,5.62,5.63,0,0.19,142.2,0.25,28.7,0.01,0.7,14,1.19,68.4
178,2022-05-02,15:00:49,293.7,186.5,171.5,-73.1,36.81216667,-121.781505,5.72,5.68,5.71,5.7,0,0.24,138,0.25,6.2,0.01,0.6,15,1.3,69.7
179,2022-05-02,15:00:54,295.1,187.8,172.8,-73.7,36.81218,-121.781515,5.77,5.78,5.76,5.77,0,0.27,115.3,0.19,29,0.01,0.5,15,1.48,71.2
180,2022-05-02,15:00:59,295.9,188.7,173.4,-74.2,36.81218833,-121.7815183,5.71,5.79,5.72,5.74,0,0.17,127.2,0.26,45.8,0.01,0.5,15,1.25,72.4
181,2022-05-02,15:01:04,296.8,189.6,174.3,-74.5,36.812195,-121.7815217,5.69,5.82,5.7,5.74,0,0.18,108.7,0.27,41.1,0.01,0.6,15,1.29,73.7
182,2022-05-02,15:01:09,297.8,190.5,175.2,-74.7,36.81220333,-121.7815317,5.71,5.84,5.72,5.76,0,0.19,100.8,0.35,34.1,0.01,0.6,15,1.73,75.5
183,2022-05-02,15:01:14,298.6,191.3,176,-74.9,36.81220833,-121.78154,5.73,5.86,5.71,5.77,0,0.17,102,0.32,20.3,0.01,0.5,15,1.54,77
184,2022-05-02,15:01:19,299.6,192.2,177,-75.1,36.812215,-121.78155,5.77,5.94,5.7,5.8,0,0.19,102,0.38,32.1,0.01,0.6,15,2,79
185,2022-05-02,15:01:24,299.9,192.5,177.1,-75.4,36.81222,-121.7815533,5.75,5.96,5.72,5.81,0,0.07,161.1,0.26,39.8,0.01,0.6,15,0.45,79.5
186,2022-05-02,15:01:29,300.5,193.1,177.7,-75.6,36.81222333,-121.7815533,5.8,6.08,5.69,5.86,0,0.12,107.5,0.29,30.2,0.01,0.4,15,1,80.5
187,2022-05-02,15:01:34,301.9,194.4,179,-75.9,36.812235,-121.78156,5.74,6.14,5.63,5.84,0,0.28,105.8,0.35,35.7,0.01,0.4,15,2.65,83.1
188,2022-05-02,15:01:39,303.4,195.9,180.5,-76.1,36.81224667,-121.7815683,5.72,6.16,5.6,5.83,0,0.31,96.7,0.33,26.3,0.01,0.5,14,2.82,85.9
189,2022-05-02,15:01:44,304.7,197.2,181.8,-76.3,36.812255,-121.781575,5.64,6.18,5.6,5.81,0,0.26,98.5,0.35,32.4,0.02,0.8,14,2.38,88.3
190,2022-05-02,15:01:49,306.2,198.6,183.3,-76.5,36.812265,-121.7815917,5.47,6.08,5.56,5.7,0,0.3,98.8,0.23,29.9,0.01,0.6,14,1.82,90.1
191,2022-05-02,15:01:54,307.9,200.3,185,-76.7,36.81227333,-121.7816117,5.38,6.04,5.51,5.64,0,0.34,96.6,0.41,44.7,0.02,0.9,14,3.08,93.2
192,2022-05-02,15:01:59,309.6,201.9,186.6,-77,36.81228167,-121.7816333,5.29,5.95,5.31,5.52,0,0.34,99.9,0.29,50.1,0.01,0.5,14,2.06,95.3
193,2022-05-02,15:02:04,310.7,202.9,187.7,-77.1,36.812285,-121.7816517,5.24,5.89,5.21,5.45,0,0.21,96.2,0.29,52,0.02,0.9,13,1.18,96.4
194,2022-05-02,15:02:09,311.2,203.1,188.1,-76.7,36.81228167,-121.7816633,5.27,5.94,5.17,5.46,0,0.11,39.6,0.33,54.7,0.01,0.6,13,-0.27,96.2
195,2022-05-02,15:02:14,312.6,201.8,187,-75.9,36.81226667,-121.7816617,5.24,5.92,5.18,5.45,0,0.27,307.6,0.27,47.4,0.01,0.7,13,-1.97,94.2
196,2022-05-02,15:02:19,315.2,199.2,184.6,-74.7,36.81225833,-121.7816417,5.46,5.99,5.3,5.58,0,0.53,296.7,0.38,61.5,0.01,0.8,14,-4.58,89.6
197,2022-05-02,15:02:24,317.4,197.7,183.9,-72.7,36.812245,-121.7816283,5.69,6.18,5.47,5.78,0,0.43,338.5,0.34,80.5,0.01,0.4,14,-4.11,85.5
198,2022-05-02,15:02:29,320.2,199,185.9,-70.8,36.81222167,-121.781635,5.85,6.23,5.58,5.89,0,0.56,47.8,0.49,89.4,0.01,0.7,14,-5.4,80.1
199,2022-05-02,15:02:34,324.3,201.9,189.7,-69.1,36.81221167,-121.78167,5.67,6.07,5.66,5.8,0,0.83,65.9,0.32,41.9,0.01,0.6,15,3.19,83.3
200,2022-05-02,15:02:39,325.8,203,191.1,-68.5,36.81221667,-121.7816983,5.37,5.62,5.69,5.56,0,0.3,66.4,0.4,11.3,0.01,0.7,14,2.7,86
201,2022-05-02,15:02:44,326.8,204,192.1,-68.6,36.81223,-121.781695,5.31,5.57,5.63,5.5,0,0.2,92.6,0.35,344.9,0.01,0.5,14,1.82,87.8
202,2022-05-02,15:02:49,328.4,205.5,193.6,-68.8,36.812245,-121.7816933,5.16,5.61,5.52,5.43,0,0.31,97.8,0.26,352.4,0.01,0.6,13,2.08,89.9
203,2022-05-02,15:02:54,330.2,207.3,195.3,-69.5,36.81226667,-121.7817017,5.03,5.59,5.42,5.35,0,0.36,111.8,0.39,13.8,0.02,0.9,13,3.72,93.6
204,2022-05-02,15:02:59,332,209.1,197.2,-69.7,36.812285,-121.7817083,4.91,5.39,5.18,5.16,0,0.37,97.6,0.35,356.9,0.02,0.9,12,3.29,96.9
205,2022-05-02,15:03:04,333.9,210.9,199.1,-69.6,36.8123,-121.7817167,4.85,5.22,5,5.02,0,0.38,87.7,0.29,0.6,0.01,0.6,12,2.81,99.7
206,2022-05-02,15:03:09,336,212.9,201.1,-69.7,36.81231833,-121.7817267,4.69,5.09,4.91,4.9,0,0.42,92.6,0.33,12.7,0.01,0.7,12,3.33,103.1
207,2022-05-02,15:03:14,338.2,215,203.3,-69.8,36.81233333,-121.7817367,4.48,5.05,4.83,4.79,0,0.44,92.9,0.27,11.4,0.02,0.8,11,2.8,105.9
208,2022-05-02,15:03:19,340.6,217.3,205.5,-70.6,36.81235667,-121.7817483,4.18,4.87,4.56,4.54,0,0.47,109.9,0.24,345.7,0.01,0.7,10,2.15,108
209,2022-05-02,15:03:24,342.1,218.8,206.8,-71.5,36.81237333,-121.7817483,3.84,4.43,4.28,4.18,0,0.3,122.5,0.34,339.4,0.01,0.5,9,1.3,109.3
210,2022-05-02,15:03:29,343.5,220.2,208,-72.1,36.812395,-121.781755,3.77,4.24,3.85,3.95,0,0.27,119.5,0.14,299.3,0.01,0.8,9,0,109.3
211,2022-05-02,15:03:34,344.9,221.6,209.4,-72.7,36.81240833,-121.7817633,3.57,3.94,3.33,3.61,0,0.29,113.1,0.17,319.3,0.02,0.9,8,0.39,109.7
212,2022-05-02,15:03:39,346.9,223.3,211.3,-72.3,36.812425,-121.7817717,2.88,3.78,3.53,3.4,0,0.39,78.1,0.41,24.9,0.03,1.4,6,2.17,111.9
213,2022-05-02,15:03:44,348,224.2,211.9,-73.2,36.81244,-121.7817883,3.22,3.09,3.15,3.15,0,0.22,143.4,0.17,270.1,0.03,1.7,7,-0.46,111.4
%-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Discharge,Summary,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Top,Q,=,16.552,(cms),,,,,,,,,,,,,,,,,
%,Measured,Q,=,81.067,(cms),,,,,,,,,,,,,,,,,
%,Bottom,Q,=,13.795,(cms),,,,,,,,,,,,,,,,,
%,Left,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Right,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Total,Q,=,111.42,(cms),,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,MeasQ/EstQ,=,72.8,(%),,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,TotalArea,=,855.1,(m2),,,,,,,,,,,,,,,,,,
%,MeanVel,=,0.13,(m/s),,,,,,,,,,,,,,,,,,
